neighbourhood_group_cleansed,neighbourhood_cleansed,property_type,room_type,bedrooms,bathrooms,guests_included,price,lnprice
Brooklyn,Greenpoint,Townhouse,Entire home/apt,3,2,2,475,6.163314804034641
Bronx,Mott Haven,Condominium,Private room,1,2,1,55,4.007333185232471
Brooklyn,Canarsie,Apartment,Private room,1,1,1,50,3.912023005428146
Manhattan,Harlem,Apartment,Private room,2,1,4,215,5.3706380281276624
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,1,1,75,4.31748811353631
Queens,Long Island City,Apartment,Entire home/apt,1,1,1,113,4.727387818712341
Queens,Sunnyside,Apartment,Private room,1,1,1,69,4.23410650459726
Queens,Hollis,House,Private room,2,1,4,50,3.912023005428146
Queens,Jackson Heights,Apartment,Entire home/apt,2,1,1,170,5.135798437050262
Brooklyn,Flatbush,Apartment,Entire home/apt,1,1,1,120,4.787491742782046
Brooklyn,Bedford-Stuyvesant,Townhouse,Entire home/apt,1,1,2,120,4.787491742782046
Brooklyn,Kensington,House,Private room,1,1,1,34,3.5263605246161616
Queens,Woodside,House,Private room,1,1,1,32,3.4657359027997265
Queens,Ridgewood,Condominium,Entire home/apt,2,2,1,150,5.0106352940962555
Queens,Woodside,Townhouse,Private room,1,1,1,30,3.4011973816621555
Manhattan,East Harlem,Apartment,Entire home/apt,1,1,4,250,5.521460917862246
Manhattan,Chelsea,Apartment,Entire home/apt,0,1,1,125,4.8283137373023015
Queens,Long Island City,Apartment,Private room,1,1,1,79,4.3694478524670215
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,1,1,1,95,4.553876891600541
Brooklyn,Carroll Gardens,Apartment,Entire home/apt,1,1,1,147,4.990432586778736
Manhattan,East Harlem,Apartment,Private room,1,1,1,79,4.3694478524670215
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,1,1,60,4.0943445622221
Manhattan,Harlem,Apartment,Private room,1,1,1,53,3.970291913552122
Brooklyn,East New York,Townhouse,Private room,1,1,3,90,4.499809670330265
Brooklyn,Crown Heights,Apartment,Private room,1,1,1,50,3.912023005428146
Brooklyn,Boerum Hill,Apartment,Entire home/apt,1,1,1,300,5.703782474656201
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,1,200,5.298317366548036
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,1,150,5.0106352940962555
Manhattan,West Village,Apartment,Entire home/apt,2,1,1,330,5.799092654460526
Queens,Ridgewood,Apartment,Entire home/apt,1,1,2,99,4.59511985013459
Manhattan,Harlem,Apartment,Private room,1,1,1,200,5.298317366548036
Queens,Woodside,Apartment,Entire home/apt,1,1,2,80,4.382026634673881
Manhattan,East Harlem,Apartment,Entire home/apt,0,1,2,98,4.584967478670572
Manhattan,Upper East Side,Apartment,Entire home/apt,1,1,1,250,5.521460917862246
Manhattan,Harlem,Apartment,Entire home/apt,1,1,2,90,4.499809670330265
Manhattan,Upper West Side,Apartment,Private room,1,1,1,100,4.605170185988092
Manhattan,Upper West Side,Apartment,Private room,1,2,1,50,3.912023005428146
Manhattan,Upper West Side,Apartment,Private room,1,2,1,50,3.912023005428146
Manhattan,Inwood,Apartment,Entire home/apt,2,1,4,200,5.298317366548036
Manhattan,Upper West Side,Condominium,Entire home/apt,0,1,1,98,4.584967478670572
Brooklyn,Bushwick,Apartment,Private room,1,1,1,85,4.442651256490317
Queens,Rosedale,Guest suite,Private room,1,1,1,48,3.871201010907891
Manhattan,East Harlem,Apartment,Private room,1,1,1,120,4.787491742782046
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,1,2,2,200,5.298317366548036
Bronx,Clason Point,Apartment,Entire home/apt,1,1.5,2,200,5.298317366548036
Brooklyn,Sunset Park,Apartment,Entire home/apt,2,1,1,100,4.605170185988092
Manhattan,Midtown,Apartment,Private room,1,1,1,100,4.605170185988092
Manhattan,Financial District,Apartment,Entire home/apt,1,1,1,145,4.976733742420574
Manhattan,Upper West Side,Apartment,Private room,1,1,1,100,4.605170185988092
Queens,Astoria,Apartment,Entire home/apt,3,2,1,399,5.988961416889864
Bronx,Pelham Bay,House,Entire home/apt,0,1,2,99,4.59511985013459
Manhattan,Washington Heights,Guest suite,Private room,1,1,1,50,3.912023005428146
Manhattan,Greenwich Village,Apartment,Entire home/apt,1,1,2,250,5.521460917862246
Brooklyn,Vinegar Hill,House,Entire home/apt,2,2,4,150,5.0106352940962555
Manhattan,Midtown,Apartment,Entire home/apt,0,1,1,199,5.293304824724492
Queens,Forest Hills,Guest suite,Entire home/apt,0,1,1,175,5.1647859739235145
Brooklyn,Bushwick,Apartment,Private room,1,1.5,1,42,3.7376696182833684
Manhattan,Midtown,Apartment,Entire home/apt,1,1,1,248,5.5134287461649825
Brooklyn,East Flatbush,Apartment,Entire home/apt,2,1,2,150,5.0106352940962555
Manhattan,Nolita,Apartment,Entire home/apt,1,1,1,300,5.703782474656201
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,1,1,50,3.912023005428146
Queens,Woodside,Apartment,Entire home/apt,2,1,4,100,4.605170185988092
Brooklyn,East New York,Apartment,Entire home/apt,3,2,6,200,5.298317366548036
Manhattan,Midtown,Apartment,Private room,1,1,1,175,5.1647859739235145
Manhattan,NoHo,Apartment,Entire home/apt,1,1,2,79,4.3694478524670215
Brooklyn,Bushwick,Apartment,Entire home/apt,1,1,1,82,4.406719247264253
Manhattan,East Harlem,Apartment,Entire home/apt,1,1,2,180,5.19295685089021
Brooklyn,Prospect-Lefferts Gardens,Apartment,Entire home/apt,1,1,1,105,4.653960350157523
Manhattan,Midtown,Apartment,Shared room,1,1,1,100,4.605170185988092
Brooklyn,Fort Greene,House,Entire home/apt,1,1.5,2,270,5.598421958998375
Manhattan,Midtown,Apartment,Private room,1,1,1,135,4.90527477843843
Queens,East Elmhurst,Apartment,Entire home/apt,1,1,4,85,4.442651256490317
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,1,1,1,241,5.484796933490655
Brooklyn,Williamsburg,Loft,Entire home/apt,0,1,2,225,5.41610040220442
Manhattan,Harlem,Apartment,Entire home/apt,0,1,1,100,4.605170185988092
Manhattan,Lower East Side,Apartment,Entire home/apt,1,1,1,225,5.41610040220442
Brooklyn,Bedford-Stuyvesant,House,Private room,1,1.5,1,80,4.382026634673881
Brooklyn,Bushwick,Apartment,Entire home/apt,1,1,2,85,4.442651256490317
Brooklyn,Crown Heights,Apartment,Private room,1,1,1,70,4.248495242049359
Brooklyn,Bushwick,Apartment,Private room,1,1,1,50,3.912023005428146
Brooklyn,Park Slope,Apartment,Entire home/apt,0,1,1,75,4.31748811353631
Queens,Astoria,Apartment,Private room,1,1,1,68,4.219507705176107
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,3,400,5.991464547107982
Brooklyn,Bedford-Stuyvesant,House,Private room,1,1,1,40,3.6888794541139363
Brooklyn,Park Slope,Apartment,Entire home/apt,0,1,1,93,4.532599493153256
Queens,Long Island City,Apartment,Private room,1,1,1,80,4.382026634673881
Manhattan,Hell's Kitchen,Apartment,Private room,1,1,1,85,4.442651256490317
Queens,Hollis,Apartment,Entire home/apt,1,1,2,100,4.605170185988092
Brooklyn,Bushwick,Apartment,Private room,1,1,1,60,4.0943445622221
Brooklyn,Bushwick,Apartment,Private room,1,1.5,1,50,3.912023005428146
Manhattan,Hell's Kitchen,Hotel,Hotel room,1,1,2,107,4.672828834461906
Staten Island,West Brighton,Apartment,Private room,1,0,2,65,4.174387269895637
Brooklyn,South Slope,Apartment,Entire home/apt,1,1,1,150,5.0106352940962555
Manhattan,Upper East Side,Apartment,Entire home/apt,1,1,1,150,5.0106352940962555
Manhattan,Financial District,Apartment,Entire home/apt,1,1,1,200,5.298317366548036
Manhattan,Financial District,Apartment,Entire home/apt,1,1,1,200,5.298317366548036
Brooklyn,Greenpoint,Apartment,Entire home/apt,2,1,1,249,5.517452896464707
Brooklyn,Bushwick,Apartment,Entire home/apt,1,1,1,125,4.8283137373023015
Manhattan,Harlem,Apartment,Entire home/apt,2,1,1,300,5.703782474656201
Manhattan,Harlem,Apartment,Entire home/apt,0,1,2,100,4.605170185988092
Manhattan,SoHo,Loft,Entire home/apt,2,1,1,240,5.480638923341991
Manhattan,Midtown,Apartment,Entire home/apt,0,1,1,145,4.976733742420574
Queens,Jackson Heights,Apartment,Private room,1,1,2,80,4.382026634673881
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,1,1,64,4.1588830833596715
Brooklyn,Crown Heights,Townhouse,Entire home/apt,2,1,4,129,4.859812404361672
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,1,1,1,275,5.616771097666572
Brooklyn,Greenpoint,Apartment,Entire home/apt,2,1,1,100,4.605170185988092
Manhattan,Upper East Side,Apartment,Entire home/apt,1,1,1,150,5.0106352940962555
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,0,1,2,160,5.075173815233827
Brooklyn,Bushwick,Apartment,Private room,1,1,1,45,3.8066624897703196
Brooklyn,Clinton Hill,Townhouse,Entire home/apt,3,2.5,1,450,6.1092475827643655
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,75,4.31748811353631
Manhattan,Inwood,Apartment,Private room,1,1,1,50,3.912023005428146
Brooklyn,Crown Heights,Condominium,Entire home/apt,2,1,1,200,5.298317366548036
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,2,120,4.787491742782046
Manhattan,Lower East Side,Apartment,Private room,1,1,1,75,4.31748811353631
Brooklyn,Gowanus,House,Private room,1,2,1,77,4.343805421853684
Queens,Flushing,House,Private room,1,1,2,43,3.7612001156935624
Manhattan,Upper West Side,Apartment,Private room,2,2,2,90,4.499809670330265
Queens,College Point,House,Private room,1,1,2,50,3.912023005428146
Brooklyn,Flatbush,Apartment,Private room,1,1,2,60,4.0943445622221
Brooklyn,Greenpoint,Apartment,Entire home/apt,2,1,1,95,4.553876891600541
Manhattan,Harlem,Apartment,Entire home/apt,1,1,1,125,4.8283137373023015
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,3,1,6,600,6.396929655216146
Manhattan,Lower East Side,Apartment,Private room,1,1.5,4,159,5.0689042022202315
Brooklyn,Gowanus,Apartment,Entire home/apt,2,1,1,150,5.0106352940962555
Manhattan,Washington Heights,Apartment,Entire home/apt,2,1,1,199,5.293304824724492
Brooklyn,Crown Heights,Townhouse,Private room,3,1,6,600,6.396929655216146
Manhattan,Lower East Side,Apartment,Entire home/apt,2,1,1,450,6.1092475827643655
Brooklyn,Borough Park,Apartment,Shared room,1,1,1,25,3.2188758248682006
Brooklyn,Bedford-Stuyvesant,Loft,Entire home/apt,0,1,1,150,5.0106352940962555
Bronx,Pelham Gardens,Apartment,Entire home/apt,1,1,1,87,4.465908118654584
Manhattan,Lower East Side,Apartment,Private room,1,1,1,85,4.442651256490317
Manhattan,West Village,Apartment,Entire home/apt,0,1,1,188,5.236441962829949
Manhattan,Upper East Side,Apartment,Entire home/apt,1,1,1,189,5.241747015059643
Brooklyn,Gowanus,House,Private room,1,2,1,79,4.3694478524670215
Manhattan,Financial District,Apartment,Entire home/apt,1,1,1,199,5.293304824724492
Manhattan,Midtown,Apartment,Entire home/apt,0,1,2,230,5.438079308923196
Brooklyn,Bushwick,Apartment,Entire home/apt,1,1,1,170,5.135798437050262
Queens,Ditmars Steinway,Apartment,Entire home/apt,2,1,2,62,4.127134385045092
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,99,4.59511985013459
Brooklyn,Sheepshead Bay,Apartment,Entire home/apt,1,1.5,3,180,5.19295685089021
Brooklyn,Crown Heights,Apartment,Entire home/apt,2,1,1,140,4.941642422609304
Brooklyn,Sheepshead Bay,Apartment,Entire home/apt,2,1,4,250,5.521460917862246
Staten Island,Tompkinsville,Loft,Entire home/apt,1,1,1,120,4.787491742782046
Manhattan,Hell's Kitchen,Loft,Entire home/apt,2,1,4,300,5.703782474656201
Manhattan,NoHo,Apartment,Entire home/apt,1,1,2,49,3.8918202981106265
Brooklyn,Prospect-Lefferts Gardens,Guest suite,Entire home/apt,1,1,1,135,4.90527477843843
Manhattan,Harlem,Apartment,Private room,1,1,1,60,4.0943445622221
Brooklyn,Windsor Terrace,Apartment,Entire home/apt,1,1,1,130,4.867534450455582
Manhattan,Upper East Side,Apartment,Entire home/apt,1,1,1,123,4.812184355372417
Manhattan,Midtown,Condominium,Entire home/apt,4,2,8,429,6.061456918928017
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,90,4.499809670330265
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,1,1,2,120,4.787491742782046
Brooklyn,East Flatbush,House,Private room,1,1,1,35,3.5553480614894135
Manhattan,Midtown,Apartment,Private room,1,1,1,100,4.605170185988092
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,2,1,4,125,4.8283137373023015
Brooklyn,Bushwick,Apartment,Private room,1,1,1,85,4.442651256490317
Manhattan,Harlem,Apartment,Entire home/apt,2,1,1,600,6.396929655216146
Manhattan,Chelsea,Apartment,Entire home/apt,1,1.5,2,250,5.521460917862246
Queens,St. Albans,House,Entire home/apt,1,1,2,135,4.90527477843843
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,1,90,4.499809670330265
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,2,1,4,400,5.991464547107982
Manhattan,Inwood,Apartment,Private room,1,1,3,75,4.31748811353631
Queens,Jamaica,House,Entire home/apt,3,2,3,155,5.043425116919247
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,0,1,1,70,4.248495242049359
Brooklyn,Brighton Beach,Apartment,Private room,1,1,2,55,4.007333185232471
Queens,Flushing,Apartment,Private room,1,1,1,73,4.290459441148391
Queens,Ridgewood,Condominium,Private room,1,0.5,1,75,4.31748811353631
Manhattan,Greenwich Village,Apartment,Entire home/apt,1,1,1,275,5.616771097666572
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,1,1,100,4.605170185988092
Brooklyn,Sunset Park,Apartment,Private room,1,1,1,40,3.6888794541139363
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,1,1,75,4.31748811353631
Queens,St. Albans,Apartment,Entire home/apt,3,1,6,150,5.0106352940962555
Brooklyn,Fort Greene,Apartment,Entire home/apt,0,1,1,275,5.616771097666572
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,2,1,28,3.332204510175204
Manhattan,Chelsea,Apartment,Entire home/apt,1,1,1,170,5.135798437050262
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,61,4.110873864173311
Queens,Flushing,Apartment,Private room,1,1,1,66,4.189654742026425
Manhattan,Harlem,Apartment,Entire home/apt,1,1,1,120,4.787491742782046
Queens,Astoria,Apartment,Entire home/apt,1,1,1,103,4.634728988229636
Brooklyn,Crown Heights,Townhouse,Entire home/apt,0,1,2,67,4.204692619390966
Brooklyn,Bay Ridge,Apartment,Entire home/apt,2,1,1,165,5.10594547390058
Queens,Briarwood,Guest suite,Entire home/apt,0,1,1,55,4.007333185232471
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,79,4.3694478524670215
Manhattan,Harlem,Apartment,Private room,1,1,1,68,4.219507705176107
Manhattan,Morningside Heights,Apartment,Entire home/apt,1,1,1,150,5.0106352940962555
Queens,Rego Park,Apartment,Private room,1,1,1,60,4.0943445622221
Brooklyn,Crown Heights,Apartment,Private room,0,1.5,1,50,3.912023005428146
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,0,1,1,90,4.499809670330265
Manhattan,Hell's Kitchen,Boutique hotel,Hotel room,1,1,2,179,5.187385805840755
Manhattan,Hell's Kitchen,Hotel,Hotel room,1,1,4,199,5.293304824724492
Brooklyn,Bushwick,Apartment,Private room,1,1,1,59,4.07753744390572
Queens,Astoria,Apartment,Private room,1,1,2,150,5.0106352940962555
Brooklyn,Sunset Park,Apartment,Private room,1,1,1,50,3.912023005428146
Manhattan,Harlem,Townhouse,Entire home/apt,2,1,5,249,5.517452896464707
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,60,4.0943445622221
Queens,Springfield Gardens,House,Entire home/apt,3,2,4,300,5.703782474656201
Brooklyn,Greenpoint,House,Private room,1,2,1,200,5.298317366548036
Manhattan,Washington Heights,Apartment,Private room,1,1,1,109,4.6913478822291435
Brooklyn,East Flatbush,Apartment,Entire home/apt,3,1,6,200,5.298317366548036
Brooklyn,Clinton Hill,Apartment,Entire home/apt,2,1,1,250,5.521460917862246
Staten Island,Dongan Hills,Apartment,Entire home/apt,0,1,1,70,4.248495242049359
Manhattan,East Village,Apartment,Entire home/apt,2,1,1,125,4.8283137373023015
Brooklyn,Crown Heights,Apartment,Private room,1,1,1,85,4.442651256490317
Brooklyn,East Flatbush,House,Private room,1,1,1,45,3.8066624897703196
Brooklyn,Fort Greene,Apartment,Entire home/apt,1,1,1,175,5.1647859739235145
Manhattan,East Harlem,Apartment,Entire home/apt,1,1,1,160,5.075173815233827
Manhattan,West Village,Apartment,Entire home/apt,1,1,1,320,5.768320995793772
Manhattan,Upper West Side,Apartment,Private room,1,1,1,100,4.605170185988092
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,52,3.9512437185814275
Manhattan,Upper West Side,Apartment,Private room,1,1,1,80,4.382026634673881
Manhattan,Lower East Side,Apartment,Entire home/apt,1,1,2,195,5.272999558563747
Manhattan,Upper East Side,Apartment,Entire home/apt,1,1,1,150,5.0106352940962555
Queens,Maspeth,House,Entire home/apt,3,1,2,166,5.111987788356544
Brooklyn,Clinton Hill,Apartment,Entire home/apt,2,1,1,250,5.521460917862246
Bronx,Riverdale,Apartment,Entire home/apt,2,1,1,175,5.1647859739235145
Manhattan,Nolita,Apartment,Private room,1,1,2,199,5.293304824724492
Manhattan,Midtown,Condominium,Entire home/apt,1,1.5,1,600,6.396929655216146
Brooklyn,Crown Heights,Apartment,Entire home/apt,1,1,1,99,4.59511985013459
Queens,Flushing,Condominium,Private room,1,1,1,55,4.007333185232471
Manhattan,SoHo,Apartment,Entire home/apt,2,1,1,200,5.298317366548036
Manhattan,Hell's Kitchen,Hotel,Hotel room,1,1,4,129,4.859812404361672
Brooklyn,Crown Heights,Townhouse,Private room,1,1.5,2,99,4.59511985013459
Queens,Woodside,Apartment,Entire home/apt,1,1,2,125,4.8283137373023015
Queens,Ridgewood,Apartment,Private room,1,1,1,150,5.0106352940962555
Brooklyn,Crown Heights,Townhouse,Private room,1,1,4,99,4.59511985013459
Queens,Long Island City,Apartment,Private room,1,1,1,45,3.8066624897703196
Brooklyn,Clinton Hill,Apartment,Entire home/apt,0,1,2,94,4.543294782270004
Brooklyn,Greenpoint,Apartment,Private room,1,1,1,70,4.248495242049359
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,1,200,5.298317366548036
Manhattan,SoHo,Apartment,Entire home/apt,2,2,1,500,6.214608098422191
Brooklyn,Williamsburg,Condominium,Entire home/apt,1,1,2,139,4.9344739331306915
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,1,95,4.553876891600541
Manhattan,West Village,Apartment,Entire home/apt,1,1,1,170,5.135798437050262
Manhattan,Harlem,Apartment,Entire home/apt,1,1,1,140,4.941642422609304
Queens,Astoria,Apartment,Entire home/apt,0,1,1,89,4.48863636973214
Manhattan,Tribeca,Loft,Private room,1,2,1,70,4.248495242049359
Manhattan,Hell's Kitchen,Hotel,Private room,1,1,1,199,5.293304824724492
Manhattan,Harlem,Apartment,Entire home/apt,0,1,1,125,4.8283137373023015
Manhattan,Chelsea,Apartment,Private room,1,1,1,114,4.736198448394496
Brooklyn,East Flatbush,Apartment,Entire home/apt,3,1,1,124,4.820281565605037
Manhattan,Hell's Kitchen,Condominium,Entire home/apt,1,1,1,175,5.1647859739235145
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,3,130,4.867534450455582
Bronx,Allerton,Townhouse,Entire home/apt,1,1,1,75,4.31748811353631
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,1,200,5.298317366548036
Brooklyn,Bedford-Stuyvesant,House,Private room,1,1.5,1,80,4.382026634673881
Manhattan,Harlem,Apartment,Entire home/apt,1,1,2,120,4.787491742782046
Manhattan,Chinatown,Apartment,Entire home/apt,1,1,1,88,4.477336814478207
Bronx,Fieldston,Apartment,Shared room,1,1,1,50,3.912023005428146
Queens,Astoria,Apartment,Entire home/apt,1,1,1,165,5.10594547390058
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,1,375,5.926926025970411
Manhattan,Chinatown,Apartment,Private room,1,1,1,75,4.31748811353631
Brooklyn,Crown Heights,Apartment,Entire home/apt,2,1,1,210,5.3471075307174685
Brooklyn,Crown Heights,Townhouse,Entire home/apt,5,2,1,350,5.857933154483459
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,1,1,1,125,4.8283137373023015
Manhattan,Murray Hill,Apartment,Entire home/apt,0,1,1,111,4.709530201312334
Manhattan,East Harlem,Apartment,Private room,1,1,1,200,5.298317366548036
Manhattan,Murray Hill,Serviced apartment,Hotel room,0,1,1,111,4.709530201312334
Manhattan,Harlem,Townhouse,Private room,1,2,2,71,4.2626798770413155
Manhattan,Washington Heights,Apartment,Entire home/apt,1,1,1,99,4.59511985013459
Manhattan,Nolita,Condominium,Entire home/apt,1,1,1,300,5.703782474656201
Manhattan,Harlem,Apartment,Private room,1,2,1,56,4.02535169073515
Manhattan,Chelsea,Apartment,Entire home/apt,1,1,1,250,5.521460917862246
Brooklyn,Fort Greene,Apartment,Entire home/apt,1,1,1,80,4.382026634673881
Queens,St. Albans,Apartment,Entire home/apt,1,1,1,35,3.5553480614894135
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,1,200,5.298317366548036
Manhattan,Harlem,Apartment,Private room,1,1,1,100,4.605170185988092
Manhattan,Nolita,Apartment,Entire home/apt,1,1,1,160,5.075173815233827
Queens,Douglaston,House,Entire home/apt,3,2,1,178,5.181783550292085
Bronx,Claremont Village,Townhouse,Private room,1,1,1,75,4.31748811353631
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,2,1,42,3.7376696182833684
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,2,1,42,3.7376696182833684
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,0,1,1,160,5.075173815233827
Manhattan,Hell's Kitchen,Apartment,Private room,1,1,2,165,5.10594547390058
Queens,Ditmars Steinway,Apartment,Entire home/apt,1,1,1,90,4.499809670330265
Manhattan,East Harlem,Apartment,Private room,1,1.5,2,99,4.59511985013459
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,1,100,4.605170185988092
Brooklyn,Clinton Hill,Apartment,Entire home/apt,1,1,4,150,5.0106352940962555
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,1,1,4,150,5.0106352940962555
Manhattan,Chelsea,Apartment,Private room,1,1,1,76,4.330733340286331
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,2,1,1,235,5.459585514144159
Manhattan,NoHo,Apartment,Entire home/apt,1,1,1,150,5.0106352940962555
Manhattan,Upper West Side,Apartment,Entire home/apt,0,1,1,150,5.0106352940962555
Manhattan,Harlem,Apartment,Private room,1,2,1,53,3.970291913552122
Manhattan,Flatiron District,Apartment,Entire home/apt,2,2,1,225,5.41610040220442
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,1,1,1,250,5.521460917862246
Manhattan,Harlem,Apartment,Private room,1,1,1,70,4.248495242049359
Manhattan,Harlem,Apartment,Private room,1,2,1,55,4.007333185232471
Manhattan,Harlem,Apartment,Private room,1,2,1,55,4.007333185232471
Manhattan,Harlem,Apartment,Private room,1,2,1,56,4.02535169073515
Manhattan,Nolita,Apartment,Entire home/apt,1,1,1,165,5.10594547390058
Brooklyn,Bushwick,Apartment,Entire home/apt,2,2,4,180,5.19295685089021
Brooklyn,Navy Yard,Apartment,Private room,1,1,1,50,3.912023005428146
Brooklyn,Bushwick,Apartment,Private room,1,1,1,50,3.912023005428146
Brooklyn,Bushwick,Apartment,Entire home/apt,2,1,1,85,4.442651256490317
Brooklyn,Fort Greene,House,Private room,1,1,1,60,4.0943445622221
Manhattan,Greenwich Village,House,Entire home/apt,0,1,1,299,5.700443573390687
Brooklyn,Park Slope,Apartment,Entire home/apt,1,1,3,345,5.84354441703136
Manhattan,East Village,Apartment,Entire home/apt,2,1,1,92,4.5217885770490405
Brooklyn,Clinton Hill,Apartment,Private room,1,1,1,241,5.484796933490655
Brooklyn,Flatbush,Apartment,Entire home/apt,1,1,1,125,4.8283137373023015
Bronx,Port Morris,Loft,Private room,1,1,1,145,4.976733742420574
Manhattan,East Village,Loft,Entire home/apt,1,1,1,495,6.20455776256869
Brooklyn,East Flatbush,Apartment,Private room,0,1,1,69,4.23410650459726
Manhattan,West Village,Apartment,Entire home/apt,1,1,1,117,4.762173934797756
Manhattan,West Village,Apartment,Entire home/apt,1,1,1,117,4.762173934797756
Brooklyn,Bensonhurst,Apartment,Shared room,1,1,2,90,4.499809670330265
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,96,4.564348191467836
Manhattan,East Village,Apartment,Entire home/apt,2,1,1,134,4.897839799950911
Brooklyn,East Flatbush,Apartment,Entire home/apt,2,1,4,150,5.0106352940962555
Manhattan,Financial District,Apartment,Entire home/apt,2,1,5,119,4.77912349311153
Manhattan,Midtown,Apartment,Private room,1,1,1,90,4.499809670330265
Manhattan,Upper East Side,Apartment,Entire home/apt,2,2,4,450,6.1092475827643655
Manhattan,East Village,Apartment,Entire home/apt,0,1,1,400,5.991464547107982
Queens,Flushing,Townhouse,Private room,1,1,1,39,3.6635616461296463
Manhattan,Hell's Kitchen,Hotel,Hotel room,1,1,4,199,5.293304824724492
Manhattan,Hell's Kitchen,Hotel,Hotel room,1,1,4,199,5.293304824724492
Manhattan,Hell's Kitchen,Hotel,Hotel room,1,1,2,179,5.187385805840755
Manhattan,Hell's Kitchen,Hotel,Hotel room,1,1,2,179,5.187385805840755
Manhattan,Harlem,Apartment,Entire home/apt,1,1,6,250,5.521460917862246
Queens,Woodside,Townhouse,Private room,1,1,1,49,3.8918202981106265
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,1,1,75,4.31748811353631
Manhattan,Lower East Side,Apartment,Private room,1,1,1,95,4.553876891600541
Brooklyn,Gowanus,Apartment,Entire home/apt,2,1,2,125,4.8283137373023015
Queens,South Ozone Park,Apartment,Entire home/apt,1,1,2,72,4.276666119016055
Brooklyn,Fort Greene,Apartment,Private room,1,1,1,112,4.718498871295094
Queens,Ridgewood,Apartment,Private room,0,1,1,40,3.6888794541139363
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,2,1,3,175,5.1647859739235145
Brooklyn,Gowanus,Condominium,Private room,1,1,1,44,3.784189633918261
Brooklyn,Bushwick,Apartment,Private room,1,1,2,50,3.912023005428146
Manhattan,East Village,Apartment,Private room,1,1,1,129,4.859812404361672
Manhattan,Midtown,Apartment,Entire home/apt,2,2,1,500,6.214608098422191
Manhattan,Lower East Side,Apartment,Entire home/apt,2,1,1,295,5.68697535633982
Manhattan,Upper West Side,Apartment,Entire home/apt,5,2,8,400,5.991464547107982
Manhattan,Washington Heights,Apartment,Private room,1,1,1,36,3.58351893845611
Manhattan,Harlem,Apartment,Private room,1,1,1,70,4.248495242049359
Manhattan,West Village,Apartment,Private room,1,1,1,90,4.499809670330265
Manhattan,Financial District,Apartment,Entire home/apt,2,1,4,192,5.2574953720277815
Manhattan,Financial District,Apartment,Entire home/apt,1,1,2,145,4.976733742420574
Manhattan,Chelsea,Apartment,Entire home/apt,1,1,1,200,5.298317366548036
Manhattan,Upper East Side,Condominium,Entire home/apt,1,1,1,133,4.890349128221754
Manhattan,East Village,Apartment,Entire home/apt,2,1,4,300,5.703782474656201
